train_start,train_end,test_start,test_end,model_type,clf,parameters,auc-roc,baseline_at_1,baseline_at_2,baseline_at_5,baseline_at_10,baseline_at_20,baseline_at_30,baseline_at_50,accuracy_at_1,accuracy_at_2,accuracy_at_5,accuracy_at_10,accuracy_at_20,accuracy_at_30,accuracy_at_50,precision_at_1,precision_at_2,precision_at_5,precision_at_10,precision_at_20,precision_at_30,precision_at_50,recall_at_1,recall_at_2,recall_at_5,recall_at_10,recall_at_20,recall_at_30,recall_at_50
2012-01-01,2012-05-02,2012-07-01,2013-01-01,DT,"DecisionTreeClassifier(class_weight=None, criterion='gini', max_depth=100,
            max_features=None, max_leaf_nodes=None,
            min_impurity_decrease=0.0, min_impurity_split=None,
            min_samples_leaf=1, min_samples_split=10,
            min_weight_fraction_leaf=0.0, presort=False, random_state=None,
            splitter='best')","{'criterion': 'gini', 'max_depth': 1, 'min_samples_split': 2}",0.6046900413665967,0.00303951367781155,0.0015174506828528073,0.0006067961165048543,0.00030339805825242716,0.21950849514563106,0.2723503236245955,0.5138349514563106,0.7331007281553398,0.7230885922330097,0.6930825242718447,0.6430825242718446,0.5430825242718447,0.5430218446601942,0.6407766990291263,0.0,0.0,0.0,0.0,0.0,0.16656553398058252,0.3976941747572815,0.0,0.0,0.0,0.0,0.0,0.1944969296173831,0.773972602739726
2012-01-01,2012-05-02,2012-07-01,2013-01-01,DT,"DecisionTreeClassifier(class_weight=None, criterion='gini', max_depth=100,
            max_features=None, max_leaf_nodes=None,
            min_impurity_decrease=0.0, min_impurity_split=None,
            min_samples_leaf=1, min_samples_split=10,
            min_weight_fraction_leaf=0.0, presort=False, random_state=None,
            splitter='best')","{'criterion': 'gini', 'max_depth': 1, 'min_samples_split': 5}",0.6046900413665967,0.00303951367781155,0.0015174506828528073,0.0006067961165048543,0.00030339805825242716,0.21950849514563106,0.2723503236245955,0.5138349514563106,0.7331007281553398,0.7230885922330097,0.6930825242718447,0.6430825242718446,0.5430825242718447,0.5430218446601942,0.6407766990291263,0.0,0.0,0.0,0.0,0.0,0.16656553398058252,0.3976941747572815,0.0,0.0,0.0,0.0,0.0,0.1944969296173831,0.773972602739726
2012-01-01,2012-05-02,2012-07-01,2013-01-01,DT,"DecisionTreeClassifier(class_weight=None, criterion='gini', max_depth=100,
            max_features=None, max_leaf_nodes=None,
            min_impurity_decrease=0.0, min_impurity_split=None,
            min_samples_leaf=1, min_samples_split=10,
            min_weight_fraction_leaf=0.0, presort=False, random_state=None,
            splitter='best')","{'criterion': 'gini', 'max_depth': 1, 'min_samples_split': 10}",0.6051294375397255,0.00303951367781155,0.0015174506828528073,0.0006067961165048543,0.00030339805825242716,0.21950849514563106,0.2723503236245955,0.5138349514563106,0.7331007281553398,0.7230885922330097,0.6930825242718447,0.6430825242718446,0.5430825242718447,0.5430218446601942,0.6382281553398058,0.0,0.0,0.0,0.0,0.0,0.16656553398058252,0.3951456310679612,0.0,0.0,0.0,0.0,0.0,0.1944969296173831,0.7690127538970241
2012-01-01,2012-05-02,2012-07-01,2013-01-01,DT,"DecisionTreeClassifier(class_weight=None, criterion='gini', max_depth=100,
            max_features=None, max_leaf_nodes=None,
            min_impurity_decrease=0.0, min_impurity_split=None,
            min_samples_leaf=1, min_samples_split=10,
            min_weight_fraction_leaf=0.0, presort=False, random_state=None,
            splitter='best')","{'criterion': 'gini', 'max_depth': 5, 'min_samples_split': 2}",0.638820769543983,0.00303951367781155,0.0015174506828528073,0.0006067961165048543,0.00030339805825242716,0.21950849514563106,0.2723503236245955,0.5138349514563106,0.7388046116504854,0.7319478155339806,0.7098907766990291,0.6598907766990292,0.6527305825242719,0.6537621359223301,0.5958131067961165,0.2857142857142857,0.22154779969650987,0.16808252427184467,0.08404126213592233,0.27412014563106796,0.3511326860841424,0.35273058252427186,0.011100614076523381,0.017241379310344827,0.032711384034010395,0.032711384034010395,0.21339159187529522,0.41001417099669346,0.6864666981577704
2012-01-01,2012-05-02,2012-07-01,2013-01-01,DT,"DecisionTreeClassifier(class_weight=None, criterion='gini', max_depth=100,
            max_features=None, max_leaf_nodes=None,
            min_impurity_decrease=0.0, min_impurity_split=None,
            min_samples_leaf=1, min_samples_split=10,
            min_weight_fraction_leaf=0.0, presort=False, random_state=None,
            splitter='best')","{'criterion': 'gini', 'max_depth': 5, 'min_samples_split': 5}",0.6354423370850333,0.00303951367781155,0.0015174506828528073,0.0006067961165048543,0.00030339805825242716,0.21950849514563106,0.2723503236245955,0.5138349514563106,0.7378944174757281,0.7317050970873786,0.7104975728155339,0.660497572815534,0.6297330097087379,0.6585558252427185,0.6026092233009709,0.24012158054711247,0.21547799696509864,0.1741504854368932,0.0870752427184466,0.216626213592233,0.35912216828478966,0.3595266990291262,0.00932923948984412,0.016769012753897024,0.033892300425129904,0.033892300425129904,0.16863486065186584,0.41934341048653756,0.699692961738309
2012-01-01,2012-05-02,2012-07-01,2013-01-01,DT,"DecisionTreeClassifier(class_weight=None, criterion='gini', max_depth=100,
            max_features=None, max_leaf_nodes=None,
            min_impurity_decrease=0.0, min_impurity_split=None,
            min_samples_leaf=1, min_samples_split=10,
            min_weight_fraction_leaf=0.0, presort=False, random_state=None,
            splitter='best')","{'criterion': 'gini', 'max_depth': 5, 'min_samples_split': 10}",0.6365132911242997,0.00303951367781155,0.0015174506828528073,0.0006067961165048543,0.00030339805825242716,0.21950849514563106,0.2723503236245955,0.5138349514563106,0.7378944174757281,0.7317050970873786,0.7104975728155339,0.660497572815534,0.6506067961165048,0.6547330097087378,0.6026092233009709,0.24012158054711247,0.21547799696509864,0.1741504854368932,0.0870752427184466,0.2688106796116505,0.35275080906148865,0.3595266990291262,0.00932923948984412,0.016769012753897024,0.033892300425129904,0.033892300425129904,0.20925838450637696,0.41190363722248463,0.699692961738309
2012-01-01,2012-05-02,2012-07-01,2013-01-01,DT,"DecisionTreeClassifier(class_weight=None, criterion='gini', max_depth=100,
            max_features=None, max_leaf_nodes=None,
            min_impurity_decrease=0.0, min_impurity_split=None,
            min_samples_leaf=1, min_samples_split=10,
            min_weight_fraction_leaf=0.0, presort=False, random_state=None,
            splitter='best')","{'criterion': 'gini', 'max_depth': 10, 'min_samples_split': 2}",0.6244180351256184,0.00303951367781155,0.0015174506828528073,0.0006067961165048543,0.00030339805825242716,0.21950849514563106,0.2723503236245955,0.5138349514563106,0.7331614077669902,0.732372572815534,0.7250606796116504,0.7069781553398058,0.6592839805825242,0.6328883495145631,0.5802184466019418,0.00303951367781155,0.2321699544764795,0.31978155339805825,0.31947815533980584,0.29050364077669905,0.3163430420711974,0.3371359223300971,0.00011809163911195088,0.018068020784128485,0.06223429381199811,0.12435049598488428,0.22614548889938593,0.36939064714218234,0.6561171469059991
2012-01-01,2012-05-02,2012-07-01,2013-01-01,DT,"DecisionTreeClassifier(class_weight=None, criterion='gini', max_depth=100,
            max_features=None, max_leaf_nodes=None,
            min_impurity_decrease=0.0, min_impurity_split=None,
            min_samples_leaf=1, min_samples_split=10,
            min_weight_fraction_leaf=0.0, presort=False, random_state=None,
            splitter='best')","{'criterion': 'gini', 'max_depth': 10, 'min_samples_split': 5}",0.6202613487743118,0.00303951367781155,0.0015174506828528073,0.0006067961165048543,0.00030339805825242716,0.21950849514563106,0.2723503236245955,0.5138349514563106,0.7352851941747572,0.7327973300970874,0.7245752427184466,0.7072815533980582,0.6561286407766991,0.6153519417475728,0.5786407766990291,0.1094224924012158,0.24279210925644917,0.3149271844660194,0.32099514563106796,0.2826152912621359,0.28711569579288027,0.33555825242718446,0.004251299008030231,0.01889466225791214,0.061289560699102505,0.12494095418044403,0.22000472366556448,0.33526216343882853,0.6530467642890884
2012-01-01,2012-05-02,2012-07-01,2013-01-01,DT,"DecisionTreeClassifier(class_weight=None, criterion='gini', max_depth=100,
            max_features=None, max_leaf_nodes=None,
            min_impurity_decrease=0.0, min_impurity_split=None,
            min_samples_leaf=1, min_samples_split=10,
            min_weight_fraction_leaf=0.0, presort=False, random_state=None,
            splitter='best')","{'criterion': 'gini', 'max_depth': 10, 'min_samples_split': 10}",0.6214058304328267,0.00303951367781155,0.0015174506828528073,0.0006067961165048543,0.00030339805825242716,0.21950849514563106,0.2723503236245955,0.5138349514563106,0.7394114077669903,0.7348604368932039,0.7262742718446602,0.7066747572815534,0.6565533980582524,0.6175970873786408,0.574757281553398,0.3161094224924012,0.2943854324734446,0.33191747572815533,0.3179611650485437,0.2836771844660194,0.29085760517799353,0.3316747572815534,0.01228153046764289,0.02290977798771847,0.06459612659423712,0.12376003778932451,0.22083136513934815,0.33963155408597073,0.6454888993859235
2012-01-01,2012-05-02,2012-07-01,2013-01-01,DT,"DecisionTreeClassifier(class_weight=None, criterion='gini', max_depth=100,
            max_features=None, max_leaf_nodes=None,
            min_impurity_decrease=0.0, min_impurity_split=None,
            min_samples_leaf=1, min_samples_split=10,
            min_weight_fraction_leaf=0.0, presort=False, random_state=None,
            splitter='best')","{'criterion': 'gini', 'max_depth': 20, 'min_samples_split': 2}",0.5635369638788091,0.00303951367781155,0.0015174506828528073,0.0006067961165048543,0.00030339805825242716,0.21950849514563106,0.2723503236245955,0.5138349514563106,0.7331614077669902,0.7231492718446602,0.6931432038834952,0.6668689320388349,0.6549150485436893,0.6256067961165048,0.5516383495145631,0.00303951367781155,0.0015174506828528073,0.0006067961165048543,0.11893203883495146,0.27958131067961167,0.3042071197411003,0.30855582524271846,0.00011809163911195088,0.00011809163911195088,0.00011809163911195088,0.046291922531884744,0.21764289088332547,0.3552196504487482,0.6004959848842701
2012-01-01,2012-05-02,2012-07-01,2013-01-01,DT,"DecisionTreeClassifier(class_weight=None, criterion='gini', max_depth=100,
            max_features=None, max_leaf_nodes=None,
            min_impurity_decrease=0.0, min_impurity_split=None,
            min_samples_leaf=1, min_samples_split=10,
            min_weight_fraction_leaf=0.0, presort=False, random_state=None,
            splitter='best')","{'criterion': 'gini', 'max_depth': 20, 'min_samples_split': 5}",0.5672757272365878,0.00303951367781155,0.0015174506828528073,0.0006067961165048543,0.00030339805825242716,0.21950849514563106,0.2723503236245955,0.5138349514563106,0.7331614077669902,0.7231492718446602,0.6931432038834952,0.6867718446601941,0.658252427184466,0.625,0.5539441747572815,0.00303951367781155,0.0015174506828528073,0.0006067961165048543,0.21844660194174756,0.2879247572815534,0.3031957928802589,0.3108616504854369,0.00011809163911195088,0.00011809163911195088,0.00011809163911195088,0.08502598016060463,0.22413793103448276,0.3540387340576287,0.6049834671705243
2012-01-01,2012-05-02,2012-07-01,2013-01-01,DT,"DecisionTreeClassifier(class_weight=None, criterion='gini', max_depth=100,
            max_features=None, max_leaf_nodes=None,
            min_impurity_decrease=0.0, min_impurity_split=None,
            min_samples_leaf=1, min_samples_split=10,
            min_weight_fraction_leaf=0.0, presort=False, random_state=None,
            splitter='best')","{'criterion': 'gini', 'max_depth': 20, 'min_samples_split': 10}",0.5721737120103845,0.00303951367781155,0.0015174506828528073,0.0006067961165048543,0.00030339805825242716,0.21950849514563106,0.2723503236245955,0.5138349514563106,0.7331614077669902,0.7231492718446602,0.6965412621359224,0.7012135922330097,0.662257281553398,0.6282766990291262,0.5540655339805826,0.00303951367781155,0.0015174506828528073,0.0345873786407767,0.29065533980582525,0.2979368932038835,0.3086569579288026,0.3109830097087379,0.00011809163911195088,0.00011809163911195088,0.0067312234293812,0.11313179026924894,0.23193197921587153,0.36041568256967405,0.6052196504487483
