train_start,train_end,test_start,test_end,model_type,clf,parameters,auc-roc,baseline_at_1,baseline_at_2,baseline_at_5,baseline_at_10,baseline_at_20,baseline_at_30,baseline_at_50,accuracy_at_1,accuracy_at_2,accuracy_at_5,accuracy_at_10,accuracy_at_20,accuracy_at_30,accuracy_at_50,precision_at_1,precision_at_2,precision_at_5,precision_at_10,precision_at_20,precision_at_30,precision_at_50,recall_at_1,recall_at_2,recall_at_5,recall_at_10,recall_at_20,recall_at_30,recall_at_50
2012-01-01,2012-11-02,2013-01-01,2013-07-01,DT,"DecisionTreeClassifier(class_weight=None, criterion='gini', max_depth=100,
            max_features=None, max_leaf_nodes=None,
            min_impurity_decrease=0.0, min_impurity_split=None,
            min_samples_leaf=1, min_samples_split=10,
            min_weight_fraction_leaf=0.0, presort=False, random_state=None,
            splitter='best')","{'criterion': 'gini', 'max_depth': 1, 'min_samples_split': 2}",0.6127982808003225,0.004608294930875576,0.002304147465437788,0.0009216589861751152,0.0004608294930875576,0.29163787145818937,0.3568796068796069,0.61411591265088,0.6741143409959921,0.6641175657621965,0.6341272400608099,0.5841433638918321,0.4841295434652416,0.4839913391993366,0.63624637213802,0.0,0.0,0.0,0.0,0.0,0.16646191646191646,0.45213305076937255,0.0,0.0,0.0,0.0,0.0,0.1580866268047251,0.7156190753974041
2012-01-01,2012-11-02,2013-01-01,2013-07-01,DT,"DecisionTreeClassifier(class_weight=None, criterion='gini', max_depth=100,
            max_features=None, max_leaf_nodes=None,
            min_impurity_decrease=0.0, min_impurity_split=None,
            min_samples_leaf=1, min_samples_split=10,
            min_weight_fraction_leaf=0.0, presort=False, random_state=None,
            splitter='best')","{'criterion': 'gini', 'max_depth': 1, 'min_samples_split': 5}",0.6105479912144635,0.004608294930875576,0.002304147465437788,0.0009216589861751152,0.0004608294930875576,0.29163787145818937,0.3568796068796069,0.61411591265088,0.6741143409959921,0.6641175657621965,0.6341272400608099,0.5841433638918321,0.4841295434652416,0.4839913391993366,0.6824987331275625,0.0,0.0,0.0,0.0,0.0,0.16646191646191646,0.49838754261494517,0.0,0.0,0.0,0.0,0.0,0.1580866268047251,0.7888289339361236
2012-01-01,2012-11-02,2013-01-01,2013-07-01,DT,"DecisionTreeClassifier(class_weight=None, criterion='gini', max_depth=100,
            max_features=None, max_leaf_nodes=None,
            min_impurity_decrease=0.0, min_impurity_split=None,
            min_samples_leaf=1, min_samples_split=10,
            min_weight_fraction_leaf=0.0, presort=False, random_state=None,
            splitter='best')","{'criterion': 'gini', 'max_depth': 1, 'min_samples_split': 10}",0.6127982808003225,0.004608294930875576,0.002304147465437788,0.0009216589861751152,0.0004608294930875576,0.29163787145818937,0.3568796068796069,0.61411591265088,0.6741143409959921,0.6641175657621965,0.6341272400608099,0.5841433638918321,0.4841295434652416,0.4839913391993366,0.63624637213802,0.0,0.0,0.0,0.0,0.0,0.16646191646191646,0.45213305076937255,0.0,0.0,0.0,0.0,0.0,0.1580866268047251,0.7156190753974041
2012-01-01,2012-11-02,2013-01-01,2013-07-01,DT,"DecisionTreeClassifier(class_weight=None, criterion='gini', max_depth=100,
            max_features=None, max_leaf_nodes=None,
            min_impurity_decrease=0.0, min_impurity_split=None,
            min_samples_leaf=1, min_samples_split=10,
            min_weight_fraction_leaf=0.0, presort=False, random_state=None,
            splitter='best')","{'criterion': 'gini', 'max_depth': 5, 'min_samples_split': 2}",0.6658670414219489,0.004608294930875576,0.002304147465437788,0.0009216589861751152,0.0004608294930875576,0.29163787145818937,0.3568796068796069,0.61411591265088,0.6768784263140922,0.6804256691389874,0.6504353434376008,0.600451467268623,0.6517252499193809,0.6529690883125259,0.6139494172386788,0.1382488479262673,0.4078341013824885,0.1631336405529954,0.0815668202764977,0.41902787376180606,0.4480958230958231,0.4298350686446144,0.004375091147732244,0.02581303777162024,0.02581303777162024,0.02581303777162024,0.2652763599241651,0.4255505323027563,0.680326673472364
2012-01-01,2012-11-02,2013-01-01,2013-07-01,DT,"DecisionTreeClassifier(class_weight=None, criterion='gini', max_depth=100,
            max_features=None, max_leaf_nodes=None,
            min_impurity_decrease=0.0, min_impurity_split=None,
            min_samples_leaf=1, min_samples_split=10,
            min_weight_fraction_leaf=0.0, presort=False, random_state=None,
            splitter='best')","{'criterion': 'gini', 'max_depth': 5, 'min_samples_split': 5}",0.6653215250065185,0.004608294930875576,0.002304147465437788,0.0009216589861751152,0.0004608294930875576,0.29163787145818937,0.3568796068796069,0.61411591265088,0.6768784263140922,0.6804256691389874,0.6504353434376008,0.600451467268623,0.6507117519694108,0.6514949094762058,0.6139494172386788,0.1382488479262673,0.4078341013824885,0.1631336405529954,0.0815668202764977,0.4164938954158028,0.44563882063882065,0.4298350686446144,0.004375091147732244,0.02581303777162024,0.02581303777162024,0.02581303777162024,0.26367215983666326,0.4232171503572991,0.680326673472364
2012-01-01,2012-11-02,2013-01-01,2013-07-01,DT,"DecisionTreeClassifier(class_weight=None, criterion='gini', max_depth=100,
            max_features=None, max_leaf_nodes=None,
            min_impurity_decrease=0.0, min_impurity_split=None,
            min_samples_leaf=1, min_samples_split=10,
            min_weight_fraction_leaf=0.0, presort=False, random_state=None,
            splitter='best')","{'criterion': 'gini', 'max_depth': 5, 'min_samples_split': 10}",0.6654197067657766,0.004608294930875576,0.002304147465437788,0.0009216589861751152,0.0004608294930875576,0.29163787145818937,0.3568796068796069,0.61411591265088,0.6768784263140922,0.6804256691389874,0.6504353434376008,0.600451467268623,0.6517252499193809,0.6529690883125259,0.6139494172386788,0.1382488479262673,0.4078341013824885,0.1631336405529954,0.0815668202764977,0.41902787376180606,0.4480958230958231,0.4298350686446144,0.004375091147732244,0.02581303777162024,0.02581303777162024,0.02581303777162024,0.2652763599241651,0.4255505323027563,0.680326673472364
2012-01-01,2012-11-02,2013-01-01,2013-07-01,DT,"DecisionTreeClassifier(class_weight=None, criterion='gini', max_depth=100,
            max_features=None, max_leaf_nodes=None,
            min_impurity_decrease=0.0, min_impurity_split=None,
            min_samples_leaf=1, min_samples_split=10,
            min_weight_fraction_leaf=0.0, presort=False, random_state=None,
            splitter='best')","{'criterion': 'gini', 'max_depth': 10, 'min_samples_split': 2}",0.6460113948782463,0.004608294930875576,0.002304147465437788,0.0009216589861751152,0.0004608294930875576,0.29163787145818937,0.3568796068796069,0.61411591265088,0.6757727921868522,0.6761874049845672,0.673745796286912,0.6579444418851061,0.6632422720781315,0.6454139217763855,0.5981941309255079,0.08294930875576037,0.30184331797235026,0.39631336405529954,0.36912442396313366,0.44782308223911543,0.4355036855036855,0.4140790564820787,0.002625054688639347,0.019104564678430802,0.06270963978416216,0.11681493364445093,0.28350590637304945,0.4135919498322882,0.6553886539302902
2012-01-01,2012-11-02,2013-01-01,2013-07-01,DT,"DecisionTreeClassifier(class_weight=None, criterion='gini', max_depth=100,
            max_features=None, max_leaf_nodes=None,
            min_impurity_decrease=0.0, min_impurity_split=None,
            min_samples_leaf=1, min_samples_split=10,
            min_weight_fraction_leaf=0.0, presort=False, random_state=None,
            splitter='best')","{'criterion': 'gini', 'max_depth': 10, 'min_samples_split': 5}",0.6406390481058704,0.004608294930875576,0.002304147465437788,0.0009216589861751152,0.0004608294930875576,0.29163787145818937,0.3568796068796069,0.61411591265088,0.6742064771732621,0.6731469111346571,0.6638872253190216,0.6640254295849265,0.6482240751831206,0.6426498364582853,0.6090661998433685,0.004608294930875576,0.22580645161290322,0.2976958525345622,0.39953917050691246,0.410274130384704,0.4308968058968059,0.42495162627844835,0.00014583637159107482,0.014291964415925331,0.047105148023917166,0.12644013416946187,0.25973457780370424,0.40921685868455593,0.6725973457780371
2012-01-01,2012-11-02,2013-01-01,2013-07-01,DT,"DecisionTreeClassifier(class_weight=None, criterion='gini', max_depth=100,
            max_features=None, max_leaf_nodes=None,
            min_impurity_decrease=0.0, min_impurity_split=None,
            min_samples_leaf=1, min_samples_split=10,
            min_weight_fraction_leaf=0.0, presort=False, random_state=None,
            splitter='best')","{'criterion': 'gini', 'max_depth': 10, 'min_samples_split': 10}",0.6439894987991824,0.004608294930875576,0.002304147465437788,0.0009216589861751152,0.0004608294930875576,0.29163787145818937,0.3568796068796069,0.61411591265088,0.6802874648730824,0.6783986732390473,0.673469387755102,0.6612613442668264,0.6657299488644216,0.6385037084811351,0.599023356520938,0.3087557603686636,0.35714285714285715,0.3935483870967742,0.38571428571428573,0.4540428472702142,0.4239864864864865,0.4149083202801069,0.009771036896602012,0.022604637596616597,0.06227213066938895,0.12206504302172962,0.2874434884060085,0.4026542219629576,0.6567011812746099
2012-01-01,2012-11-02,2013-01-01,2013-07-01,DT,"DecisionTreeClassifier(class_weight=None, criterion='gini', max_depth=100,
            max_features=None, max_leaf_nodes=None,
            min_impurity_decrease=0.0, min_impurity_split=None,
            min_samples_leaf=1, min_samples_split=10,
            min_weight_fraction_leaf=0.0, presort=False, random_state=None,
            splitter='best')","{'criterion': 'gini', 'max_depth': 20, 'min_samples_split': 2}",0.5709227023037727,0.004608294930875576,0.002304147465437788,0.0009216589861751152,0.0004608294930875576,0.29163787145818937,0.3568796068796069,0.61411591265088,0.6742064771732621,0.6642097019394665,0.6342193762380799,0.6029391440549131,0.6309024738563597,0.616851706822684,0.562353157967476,0.004608294930875576,0.002304147465437788,0.0009216589861751152,0.09400921658986175,0.3669661368348307,0.3878992628992629,0.37823643232286003,0.00014583637159107482,0.00014583637159107482,0.00014583637159107482,0.029750619804579263,0.23231733994458217,0.368382674639055,0.5986583053813621
